date;close;volume;open;high;low
2011/06/08;164.34;3849222;163.27;164.85;163.26
2011/06/07;163.69;4187997;165.11;165.24;163.61
2011/06/06;164.75;3618740;164.76;165.58;164.27
2011/06/03;165.05;5215397;164.3;165.89;164.13
2011/06/02;166.09;3847659;166.44;167.1;165.71
2011/06/01;166.56;5044880;168.9;169.58;166.5
2011/05/31;168.93;9123371;168.44;169.89;167.82
2011/05/27;167.5;3274464;167.91;168.47;167
2011/05/26;167.18;5766845;167.46;167.5;165.9
2011/05/25;167.75;3880807;167.63;168.4;167.51
2011/05/24;167.99;4639067;168.5;168.67;167.51
2011/05/23;168.26;5131096;168.58;168.69;167.07
2011/05/20;170.16;4871375;170.4;171.15;169.38
2011/05/19;170.59;3589705;170.86;171.4;169.32
2011/05/18;170.44;4155300;170.1;171.19;169.46
2011/05/17;170.5;8777746;167.85;171.41;166.53
2011/05/16;168.86;4651748;169.81;170.64;168.31
2011/05/13;169.92;5138461;171.7;172.15;169.44
2011/05/12;172.24;5110164;169.65;172.77;168.65
2011/05/11;169.5;4657906;170.3;170.52;167.82
2011/05/10;170.38;4924469;169.25;170.9;169.22
2011/05/09;169.1;3413546;168.39;169.85;168.31
2011/05/06;168.89;4836838;169.03;170.15;168.24
2011/05/05;168.46;7323595;170.47;170.87;167.5
2011/05/04;170.62;6886337;172.36;172.62;169.59
2011/05/03;172.87;5008393;172;173.48;171.23
2011/05/02;172.15;5393741;172.11;173.54;171.49
2011/04/29;170.58;5586259;171.1;173;170.48
2011/04/28;170.78;5088716;169.99;171.38;169.7
2011/04/27;170.37;5297699;168.61;170.59;168.46
2011/04/26;168.49;7264866;167.99;169.2;167.4
2011/04/25;167.67;3582142;167.65;168.77;167.23
2011/04/21;168.28;6163520;165.63;168.45;164.86
2011/04/20;164.75;10897130;163.1;165.89;162.19
2011/04/19;165.4;6447294;165.71;166.38;164.44
2011/04/18;165.94;6158972;164.64;166.16;162.86
2011/04/15;166.21;5287377;165;166.34;164.87
2011/04/14;164.97;4697987;163.84;165.36;163.16
2011/04/13;163.95;4183442;163.97;164.93;163.66
2011/04/12;163.25;3844449;163.36;163.77;162.3
2011/04/11;163.95;4139863;163.44;164;163.11
2011/04/08;164.05;3322144;164.35;164.38;163.16
2011/04/07;164.38;3669864;164.1;164.5463;163.28
2011/04/06;164.04;3775528;164.34;164.75;163.81
2011/04/05;163.99;3615184;163.81;164.7;163.62
2011/04/04;164.25;3224173;164.42;164.73;163.58
2011/04/01;164.27;4386206;163.7;164.42;163.04
2011/03/31;163.07;3861568;163.4;164.06;163.07
2011/03/30;163.6;3394952;163.55;163.99;163.02
2011/03/29;162.88;3457930;161.34;163.09;161.15
2011/03/28;161.37;3972730;161.54;162.58;161.12
2011/03/25;162.18;5346101;160.98;162.74;160.76
2011/03/24;160.04;5145328;160.23;160.71;158.84
2011/03/23;159.53;4779473;158;160.08;157.53
2011/03/22;158;4311853;158.56;158.61;157.52
2011/03/21;157.68;5768228;157.64;159.63;157.07
2011/03/18;155.89;11438540;156.5;156.95;154.32
2011/03/17;154.18;7373201;154;154.5;152.7
2011/03/16;153;12197360;156.52;156.98;151.71
2011/03/15;159.02;6479133;157.35;159.64;156.88
2011/03/14;161.39;4299584;161.16;161.9804;160.09
2011/03/11;162.43;4271668;162.4;163.24;160.84
2011/03/10;162.02;7041653;164.64;164.67;161.38
2011/03/09;165.86;9078476;163.47;167.72;163.28
2011/03/08;162.28;5370782;159.7;163.43;159.21
2011/03/07;159.93;5309789;161.6;162.98;158.85
2011/03/04;161.83;4908266;163.4;164.31;160.65
2011/03/03;163.48;4058646;161.42;164;161.27
2011/03/02;160.16;3412527;159.43;161.11;159.41
2011/03/01;159.97;4373266;163.15;163.15;159.88
2011/02/28;161.88;4773936;162.36;162.99;161.24
2011/02/25;162.28;4519353;161.06;162.34;160.86
2011/02/24;160.77;5708648;159.63;161.27;159.03
2011/02/23;160.18;5998375;161.81;162.68;160.14
2011/02/22;161.95;5201816;163.57;164.26;161.78
2011/02/18;164.84;4239829;164.46;164.84;164.1
